"","ortho","klatt","neighbors","degree","c"
"1708","beldame","bEldxm","sEldxm",1,NA
"1709","beleaguer","biligX","",0,NA
"1710","belfry","bElfri","",0,NA
"1711","Belgian","bElJ|n","",0,NA
"1712","belie","bxlY","",0,NA
"1713","belief","bxlif","bxlin;bxliv",2,1
"1714","believe","bxliv","bxlin;bxlif",2,1
"1715","belike","bilYk","",0,NA
"1716","bell","bEl","bel;bcl;bEr;bEk;bEd;bEg;bElC;bElo;bEli;bElt;bEt;bYl;bIl;bOl;bol;bUl;sEl;dEl;El;fEl;hEl;JEl;nEl;SEl;tEl;wEl;yEl",27,0.264957264957265
"1717","belladonna","bElxdanx","",0,NA
"1718","bellboy","bElbO","",0,NA
"1719","bellhop","bElhap","",0,NA
"1720","bellicose","bElIkos","",0,NA
"1721","bellicosity","bElIkas|ti","",0,NA
"1722","belligerency","bxlIJXxnsi","",0,NA
"1723","bellow","bElo","bElC;bEl;bEli;bElt;bIlo;blo;bolo;CElo;fElo;hElo;mElo;yElo",12,0.287878787878788
"1724","bellwether","bElwEDX","",0,NA
"1725","belly","bEli","bElC;bEl;bElo;bElt;bEri;bEvi;bIli;bUli;bRli;fEli;JEli",11,0.2
"1726","belong","bxlcG","xlcG",1,NA
"1727","belt","bElt","bElC;bEl;bElo;bEli;bEnt;bEst;bEt;bolt;bIlt;sElt;dElt;fElt;kElt;nElt;mElt;pElt;wElt",17,0.286764705882353
"1728","belvedere","bElvxdIr","",0,NA
"1729","bemire","bImYr","",0,NA
"1730","bemoan","bImon","",0,NA
"1731","bench","bEnC","bElC;bEnd;bEnt;blEnC;b^nC;wEnC;rEnC",7,0.0952380952380952
"1732","bend","bEnd","b@nd;bEd;bEnC;bEnt;bYnd;blEnd;band;bWnd;bRnd;End;fEnd;lEnd;mEnd;rEnd;sEnd;tEnd;vEnd;wEnd",18,0.313725490196078
"1733","beneath","bIniT","",0,NA
"1734","benedict","bEnxdIkt","",0,NA
"1735","benediction","bEnxdIkS|n","",0,NA
"1736","benefactor","bEnxf@ktX","",0,NA
"1737","benefice","bEnxfxs","",0,NA
"1738","beneficence","bxnEfxs|ns","",0,NA
"1739","beneficial","bEnxfISL","",0,NA
"1740","benefit","bEnxfIt","",0,NA
"1741","benevolence","b|nEvLxns","",0,NA
"1742","benighted","binYt|d","",0,NA
"1743","benign","bInYn","",0,NA
"1744","benison","bEn|s|n","vEn|s|n",1,NA
"1745","bent","bEnt","bElt;bEnC;bEnd;bEst;bEt;b^nt;bRnt;sEnt;dEnt;JEnt;lEnt;mEnt;pEnt;rEnt;tEnt;vEnt;wEnt",17,0.367647058823529
"1746","benumb","bin^m","",0,NA
"1747","benzene","bEnzin","",0,NA
"1748","benzoate","bEnzoet","",0,NA
"1749","benzoin","bEnzoxn","",0,NA
"1750","benzol","bEnzcl","",0,NA
"1751","bequeath","bIkwiT","",0,NA
"1752","Berber","bRbX","bRgX;bRsX",2,1
"1753","berceuse","bErs^z","",0,NA
"1754","beret","bXe","be;bre",2,1
"1755","berg","bRg","b@g;bEg;bRT;bIg;bRC;bRd;bcg;bRo;b^g;bR;bRgX;bRn;bRp",13,0.397435897435897
"1756","beriberi","bEribEri","",0,NA
"1757","berkelium","bRklixm","",0,NA
"1758","berry","bEri","Eri;bErn;bEr;bEli;bErL;bEvi;bEriL;CEri;dEri;fEri;mEri;SEri;vEri",13,0.333333333333333
"1759","berserk","bXsRk","",0,NA
"1760","berth","bRT","b@T;bRg;bRC;bRd;buT;bRo;boT;bR;bRn;bRp;dRT;RT;fRT;gRT;mRT;wRT",16,0.325
"1761","beryl","bErL","bErn;bEr;b@rL;bEri;bETL;bEvL;bEzL;bEriL;fErL;pErL",10,0.177777777777778
"1762","beryllium","bXIlixm","",0,NA
"1763","beseech","bIsiC","bIsiJ",1,NA
"1764","beshrew","biSru","",0,NA
"1765","besiege","bIsiJ","bIsiC",1,NA
"1766","besmirch","bIsmRC","",0,NA
"1767","besom","bizM","bUzM",1,NA
"1768","besotted","bisat|d","",0,NA
"1769","best","bEst","b@st;best;bist;bElt;bEnt;bEt;blEst;bost;bust;brEst;bRst;b^st;CEst;gEst;JEst;lEst;nEst;pEst;rEst;tEst;vEst;wEst;zEst",23,0.324110671936759
"1770","bestial","bEsCL","",0,NA
"1771","bestiality","bEsCi@l|ti","",0,NA
"1772","bestir","bIstR","",0,NA
"1773","bet","bEt","xbEt;bat;bet;bEr;b@t;bit;bEk;bEd;bEg;bEl;bElt;bEnt;bEst;bEtX;bYt;bIt;bot;but;bct;bWt;b^t;dEt;gEt;JEt;lEt;mEt;nEt;pEt;sEt;vEt;wEt;yEt",32,0.25
"1774","betake","bItek","",0,NA
"1775","bethel","bETL","bErL;bEvL;bEzL;ETL",4,0.5
"1776","bethink","biTIGk","",0,NA
"1777","better","bEtX","b@tX;bEgX;bEt;bItX;b^tX;fEtX;lEtX;sEtX",8,0.214285714285714
"1778","betterment","bEtXmxnt","",0,NA
"1779","between","bxtwin","",0,NA
"1780","bevel","bEvL","bErL;bETL;bEvi;bEzL;dEvL;lEvL;rEvL",7,0.285714285714286
"1781","beverage","bEvr|J","",0,NA
"1782","bevy","bEvi","bEli;bEri;bEvL;hEvi;lEvi",5,0.2
"1783","bewail","biwel","",0,NA
"1784","beyond","biand","bland;band",2,1
"1785","bezel","bEzL","b@zL;bErL;bETL;bEvL",4,0.5
"1786","bezoar","bizor","",0,NA
"1787","biannual","bY@nyuL","",0,NA
"1788","bias","bYxs","pYxs",1,NA
"1789","bib","bIb","beb;bIn;bIr;bId;bIg;bIl;bIt;bIC;bab;fIb;JIb;nIb;rIb",13,0.358974358974359
"1790","bibelot","bIbxlo","",0,NA
"1791","bible","bYbL","b@bL;bebL;bcbL;babL;b^bL;lYbL",6,0.666666666666667
"1792","biblical","bIblIkL","",0,NA
"1793","bibliography","bIbliagrxfi","",0,NA
"1794","bibliophile","bIblixfYl","",0,NA
"1795","bibulous","bIbyUlxs","",0,NA
"1796","bicameral","bYk@mXL","",0,NA
"1797","biceps","bYsEps","",0,NA
"1798","bichloride","bYklorYd","",0,NA
"1799","bicker","bIkX","bikX;bItX;dIkX;lIkX;nIkX;vIkX;wIkX",7,0.476190476190476
"1800","bicuspid","bYk^spxd","",0,NA
"1801","bicycle","bYsIkL","YsIkL",1,NA
"1802","bid","bId","b@d;bid;bIrd;bEd;bIn;bIr;bIb;bIdN;bYd;bIg;bIl;bRd;bIt;bIC;bod;b^d;bIld;CId;dId;hId;Id;kId;lId;mId;rId",25,0.243333333333333
"1803","bidden","bIdN","bId;bItN;bRdN;CIdN;hIdN;mIdN;rIdN",7,0.285714285714286
"1804","bide","bYd","xbYd;b@d;bYu;bid;bEd;bId;bYt;bYk;bYl;bYnd;bRd;bod;brYd;b^d;bY;CYd;gYd;hYd;pYd;rYd;sYd;tYd;wYd",23,0.237154150197628
"1805","biennial","bYEniL","",0,NA
"1806","bifocals","bYfokLz","",0,NA
"1807","bifurcate","bYfRket","",0,NA
"1808","bifurcation","bYfRkeS|n","",0,NA
"1809","big","bIg","b@g;bIn;bIr;bEg;bRg;bIb;bId;bIl;bIt;bIC;bcg;brIg;b^g;dIg;fIg;gIg;JIg;pIg;rIg;wIg",20,0.278947368421053
"1810","bigamy","bIgxmi","",0,NA
"1811","bighorn","bIghorn","",0,NA
"1812","bight","bYt","bat;bet;b@t;bYu;bit;bEt;bYd;bYk;bYl;bIt;blYt;bot;but;bct;bWt;brYt;b^t;bY;sYt;fYt;hYt;kYt;nYt;lYt;mYt;rYt;tYt;wYt",28,0.298941798941799
"1813","bigot","bIg|t","bIl|t",1,NA
"1814","bigwig","bIgwIg","",0,NA
"1815","bike","bYk","b@k;bek;bck;bYu;bik;bEk;bYd;bYt;bYl;bak;bUk;b^k;bY;dYk;hYk;lYk;mYk;pYk;tYk",19,0.309941520467836
"1816","bikini","bxkini","",0,NA
"1817","bilateral","bYl@tXL","",0,NA
"1818","bile","bYl","Yl;bel;bcl;bYu;bEl;bYd;bYt;bYk;bIl;bOl;bol;bUl;bY;bYlc;dYl;fYl;gYl;lYl;mYl;pYl;rYl;tYl;vYl;wYl",24,0.311594202898551
"1819","bilge","bIlJ","bIlk;bIl;bIlo;bIli;bInJ;bIld;bIlt;b^lJ",8,0.535714285714286
"1820","bilingual","bYlIGgwL","",0,NA
"1821","bilious","bIlyxs","bIlyxn",1,NA
"1822","bilk","bIlk","bIlJ;bIl;bIlo;bIli;bIsk;bIld;bIlt;b^lk;Ilk;mIlk;sIlk",11,0.327272727272727
"1823","bill","bIl","bel;bcl;bIn;bIr;bEl;bIb;bId;bIg;bYl;bIlJ;bIlk;bIlo;bIli;bIt;bIC;bOl;bol;bIld;bIlt;bUl;CIl;dIl;fIl;gIl;hIl;Il;kIl;mIl;nIl;pIl;rIl;SIl;sIl;tIl;wIl",35,0.27563025210084
"1824","billet","bIl|t","b@l|t;bIg|t;bIlt;bUl|t;mIl|t",5,0.1
"1825","billfold","bIlfold","",0,NA
"1826","billhead","bIlhEd","bIhEd",1,NA
"1827","billiards","bIlyXdz","",0,NA
"1828","billingsgate","bIlIGzget","",0,NA
"1829","billion","bIlyxn","bIlyxs;bUlyxn;pIlyxn",3,0
"1830","billow","bIlo","bElo;bIlJ;bIlk;bIl;bIli;blo;bolo;bIld;bIlt;pIlo;wIlo",11,0.345454545454545
"1831","billy","bIli","bEli;bIlJ;bIlk;bIl;bIlo;bIld;bIlt;bUli;bRli;bIzi;fIli;lIli;sIli",13,0.269230769230769
"1832","bimetallism","bYmEtxlIzM","",0,NA
"1833","binary","bYnEri","",0,NA
"1834","binaural","bYncrL","",0,NA
"1835","bind","bYnd","b@nd;bEnd;bYd;blYnd;band;bWnd;bRnd;fYnd;hYnd;kYnd;mYnd;rYnd",12,0.303030303030303
"1836","binge","bInJ","bIn;bIlJ;hInJ;sInJ;tInJ",5,0.3
"1837","binnacle","bInIkL","pInIkL",1,NA
"1838","binocular","bYnakyUlX","",0,NA
"1839","binomial","bYnomiL","",0,NA
"1840","biochemistry","bYokEmxstri","",0,NA
"1841","biographical","bYxgr@fIkL","",0,NA
"1842","biography","bYagrxfi","",0,NA
"1843","biological","bYxlaJIkL","",0,NA
"1844","biologist","bYalxJ|st","",0,NA
"1845","biology","bYalxJi","",0,NA
"1846","biopsy","bYapsi","",0,NA
"1847","biotin","bYxt|n","",0,NA
"1848","biparental","bYpxrEntL","",0,NA
"1849","bipartisan","bYpart|z|n","",0,NA
"1850","biped","bYpEd","",0,NA
"1851","biplane","bYplen","",0,NA
"1852","biracial","bYreSL","",0,NA
"1853","birch","bRC","b@C;biC;bRg;bRT;bRd;bIC;bRo;baC;bR;bRn;bRp;CRC;lRC;pRC;sRC",15,0.314285714285714
"1854","bird","bRd","b@d;bid;bEd;bRg;bRT;bId;bYd;bRC;bRdi;bod;bRo;b^d;bR;bRdN;bRn;bRnd;bRp;kRd;gRd;hRd;TRd;wRd",22,0.233766233766234
"1855","birdie","bRdi","bcdi;bRd;badi;b^di;bRdN;bRJi;bRli",7,0.238095238095238
"1856","biretta","bxrEtx","",0,NA
"1857","biscuit","bIsk|t","b@sk|t;brIsk|t",2,0
"1858","bisect","bYsEkt","",0,NA
"1859","bisexual","bYsEkSuL","",0,NA
"1860","bishop","bISxp","",0,NA
"1861","bismuth","bIzmxT","",0,NA
"1862","bison","bYsN","besN;bosN",2,1
"1863","bisque","bIsk","b@sk;bIlk;brIsk;dIsk;rIsk",5,0.2
"1864","bistro","bIstro","",0,NA
"1865","bit","bIt","bat;bet;b@t;bit;bIn;bIr;bEt;bIb;bId;bIg;bYt;bIl;bIC;bItN;bItX;bot;but;bct;bWt;bIlt;b^t;CIt;fIt;hIt;It;kIt;nIt;lIt;mIt;obIt;pIt;sIt;tIt;wIt;rIt",35,0.26218487394958
"1866","bitch","bIC","b@C;biC;bIn;bIr;bIb;bId;bIg;bIl;bRC;bIt;baC;dIC;hIC;IC;nIC;pIC;rIC;wIC",18,0.313725490196078
"1867","biting","bYtIG","b@tIG;rYtIG",2,0
"1868","bitten","bItN","b@tN;bitN;bIdN;bIt;bItX;brItN;b^tN;kItN;mItN;rItN",10,0.177777777777778
"1869","bitter","bItX","b@tX;bEtX;bIkX;bIt;bItN;bItXn;bItXz;b^tX;lItX;tItX",10,0.133333333333333
"1870","bittern","bItXn","bItX;bItXz",2,1
"1871","bitters","bItXz","bItX;bItXn;JItXz",3,0.333333333333333
"1872","bittersweet","bItXswit","",0,NA
"1873","bitumen","bxtumxn","",0,NA
"1874","bivalve","bYv@lv","",0,NA
"1875","bivouac","bIvw@k","",0,NA
"1876","blab","bl@b","bl@k;blab;blRb;l@b;sl@b",5,0.2
"1877","black","bl@k","b@k;bl@b;bl@Gk;blik;blak;kl@k;fl@k;l@k;pl@k;sl@k",10,0.266666666666667
"1878","blackamoor","bl@kxmUr","",0,NA
"1879","blackball","bl@kbcl","",0,NA
"1880","blacken","bl@k|n","sl@k|n",1,NA
"1881","blackguard","bl@gXd","l@gXd",1,NA
"1882","blackhead","bl@khEd","blakhEd",1,NA
"1883","blacklist","bl@klIst","",0,NA
"1884","bladder","bl@dX","bl@DX;l@dX",2,0
"1885","blade","bled","blen;blem;blez;blEd;blid;bl^d;bred;gled;led",9,0.194444444444444
"1886","blain","blen","ben;bled;blem;blez;blon;bren;len;plen;slen",9,0.222222222222222
"1887","blame","blem","bled;blen;blez;blum;klem;flem;lem",7,0.285714285714286
"1888","blanch","bl@nC","bl@nd;blEnC;br@nC",3,0
"1889","blancmange","blxmanJ","",0,NA
"1890","bland","bl@nd","b@nd;bl@nC;blEnd;blYnd;bland;br@nd;gl@nd;l@nd",8,0.214285714285714
"1891","blandishment","bl@ndISmxnt","",0,NA
"1892","blank","bl@Gk","b@Gk;bl@k;blIGk;kl@Gk;fl@Gk;l@Gk;pl@Gk",7,0.333333333333333
"1893","blanket","bl@Gk|t","",0,NA
"1894","blare","blEr","bEr;blIr;blEd;blEs;flEr;glEr;lEr",7,0.238095238095238
"1895","blarney","blarni","",0,NA
"1896","blase","blaze","",0,NA
"1897","blaspheme","bl@sfim","",0,NA
"1898","blasphemy","bl@sfxmi","",0,NA
"1899","blast","bl@st","b@st;blEst;l@st",3,0.333333333333333
"1900","blatant","bletNt","letNt",1,NA
"1901","blather","bl@DX","bl@dX;l@DX",2,0
"1902","blaze","blez","xblez;bez;bled;blen;blem;blezX;blezN;bluz;brez;glez;lez",11,0.127272727272727
"1903","blazer","blezX","blez;blezN",2,1
"1904","blazon","blezN","blez;blezX;brezN",3,0.333333333333333
"1905","bleach","bliC","biC;blik;blit;blid;blaC;briC;liC",7,0.238095238095238
"1906","bleachers","bliCXz","",0,NA
"1907","bleak","blik","bik;bl@k;bliC;blit;blid;blak;klik;lik;oblik;slik",10,0.177777777777778
"1908","blear","blIr","bIr;blEr;blIri;blIs;klIr;flIr;lIr",7,0.19047619047619
"1909","bleary","blIri","blIr;lIri",2,0
"1910","bleat","blit","bit;bliC;blik;blid;blYt;blot;blat;blRt;klit;xlit;flit;lit;plit;slit",14,0.274725274725275
"1911","bled","blEd","bEd;bled;blEr;blid;blEnd;blEs;bl^d;brEd;flEd;lEd;plEd;slEd",12,0.181818181818182
"1912","bleed","blid","bid;bled;bliC;blik;blit;blEd;bl^d;brid;plid",9,0.194444444444444
"1913","blemish","blEmIS","",0,NA
"1914","blench","blEnC","bEnC;bl@nC;blEnd;klEnC",4,0
"1915","blend","blEnd","bEnd;bl@nd;blEd;blEnC;blYnd;bland;lEnd",7,0.19047619047619
"1916","bless","blEs","blEr;blEd;blEst;blIs;blWs;lEs",6,0.133333333333333
"1917","blessed","blEst","bEst;bl@st;blEs;brEst;lEst",5,0.2
"1918","blew","blu","bYu;blum;blo;bluz;blR;bu;bru;klu;flu;glu;lu;slu",12,0.242424242424242
"1919","blight","blYt","xlYt;bYt;blit;blYT;blot;blat;blRt;brYt;flYt;lYt;plYt;slYt",12,0.272727272727273
"1920","blimp","blImp","lImp",1,NA
"1921","blind","blYnd","bYnd;bl@nd;blEnd;bland",4,0.5
"1922","blindfold","blYndfold","",0,NA
"1923","blink","blIGk","bl@Gk;blIGkX;brIGk;klIGk;lIGk;slIGk",6,0.2
"1924","blinker","blIGkX","blIGk;klIGkX",2,0
"1925","blintz","blInts","blIntsx;blIts",2,0
"1926","blintze","blIntsx","blInts",1,NA
"1927","bliss","blIs","blIr;blEs;blIts;blWs",4,0.166666666666667
"1928","blister","blIstX","bl^stX;glIstX",2,0
"1929","blithe","blYT","blYt",1,NA
"1930","blitz","blIts","blInts;blIs",2,0
"1931","blitzkrieg","blItskrig","",0,NA
"1932","blizzard","blIzXd","lIzXd",1,NA
"1933","bloat","blot","blit;blYt;blotX;blat;blo;blon;bloi;blRt;bot;flot;glot",11,0.181818181818182
"1934","bloater","blotX","blot;blatX",2,0
"1935","blob","blab","bl@b;blak;blat;blaC;blRb;bab;glab;lab",8,0.214285714285714
"1936","bloc","blak","bl@k;blik;blab;blat;blaC;bak;klak;flak;lak",9,0.222222222222222
"1937","blockade","blaked","",0,NA
"1938","blockbuster","blakb^stX","",0,NA
"1939","blockhead","blakhEd","bl@khEd",1,NA
"1940","blonde","bland","biand;bl@nd;blEnd;blYnd;band",5,0.4
"1941","blood","bl^d","bled;blEd;blid;bl^f;bl^S;b^d;fl^d",7,0.19047619047619
"1942","blooded","bl^d|d","",0,NA
"1943","bloodshed","bl^dSEd","",0,NA
"1944","bloom","blum","xblum;blem;blu;bluz;bum;brum;flum;glum;Ilum;lum;plum",11,0.236363636363636
"1945","bloomers","blumXz","",0,NA
"1946","blooper","blupX","bluCX",1,NA
"1947","blossom","blasM","",0,NA
"1948","blot","blat","xlat;bat;blit;blYt;blot;blab;blak;blaC;blatX;blRt;klat;lat;plat;slat",14,0.21978021978022
"1949","blotch","blaC","bliC;blab;blak;blat;baC",5,0.3
"1950","blotter","blatX","blotX;blat",2,0
"1951","blouse","blWs","blEs;blIs;lWs",3,0.333333333333333
"1952","blow","blo","@lo;bo;bElo;bIlo;blu;blot;blon;bloi;blR;bolo;bRo;flo;glo;lo;slo",15,0.180952380952381
"1953","blowgun","blog^n","",0,NA
"1954","blown","blon","xlon;blen;blot;blo;bloi;bon;flon;lon",8,0.25
"1955","blowsy","blWzi","lWzi",1,NA
"1956","blowtorch","blotorC","",0,NA
"1957","blowy","bloi","blot;blo;blon",3,1
"1958","blubber","bl^bX","l^bX",1,NA
"1959","blucher","bluCX","blupX",1,NA
"1960","bludgeon","bl^J|n","",0,NA
"1961","bluebell","blubEl","",0,NA
"1962","blueing","bluIG","bluIS",1,NA
"1963","bluenose","blunoz","",0,NA
"1964","bluepoint","blupOnt","",0,NA
"1965","blues","bluz","blez;blu;blum;buz;bruz;luz",6,0.2
"1966","bluestocking","blustakIG","",0,NA
"1967","bluet","bluxt","",0,NA
"1968","bluff","bl^f","bl^d;bl^S;b^f;fl^f;l^f",5,0.3
"1969","bluish","bluIS","bluIG",1,NA
"1970","blunder","bl^ndX","pl^ndX",1,NA
"1971","blunt","bl^nt","br^nt;b^nt",2,1
"1972","blur","blR","blu;blo;blRb;blRt;bR;slR",6,0.133333333333333
"1973","blurb","blRb","bl@b;blab;blR;blRt",4,0.333333333333333
"1974","blurt","blRt","xlRt;blit;blYt;blot;blat;blR;blRb;flRt",8,0.285714285714286
"1975","blush","bl^S","bl^d;bl^f;br^S;fl^S;l^S;pl^S;sl^S",7,0.333333333333333
"1976","bluster","bl^stX","blIstX;kl^stX;fl^stX;l^stX",4,0.5
"1977","boa","box","bo;boz;bor;bot;bod;bol;bon;boT",8,1
"1978","boar","bor","bar;bEr;bo;boz;bIr;box;bord;bot;bod;bol;bon;born;boT;Cor;kor;for;gor;lor;mor;nor;or;por;ror;Sor;sor;tor;wor;hor;yor",29,0.379310344827586
"1979","board","bord","xbord;bard;bIrd;bor;bod;bold;bordX;born;kord;ford;gord;hord;lord;pord;sord;word",16,0.266666666666667
"1980","boast","bost","b@st;best;bist;bEst;bot;bosN;bolt;bust;bRst;b^st;kost;gost;host;most;post;rost;tost",17,0.316176470588235
"1981","boat","bot","bat;bet;b@t;bit;bo;boz;bEt;bYt;bIt;blot;box;bor;bost;bod;bol;bolt;bon;but;boT;bct;bWt;b^t;kot;dot;got;mot;not;ot;rot;Sot;tot;vot",32,0.262096774193548
"1982","boathouse","bothWs","",0,NA
"1983","boatman","botmxn","b@tmxn;bomxn",2,0
"1984","boatswain","bosN","besN;bYsN;bost",3,0.333333333333333
"1985","bob","bab","beb;bat;bam;bar;barb;bIb;blab;babL;babi;bak;baS;baC;kab;fab;gab;hab;Jab;nab;lab;mab;rab;sab",22,0.277056277056277
"1986","bobbin","bab|n","bRb|n;rab|n",2,0
"1987","bobble","babL","b@bL;bebL;bcbL;bYbL;bab;babi;batL;b^bL;kabL;gabL;habL;wabL",12,0.257575757575758
"1988","bobby","babi","bebi;bani;bab;babL;baCi;badi;bani;bubi;habi;nabi;labi",11,0.181818181818182
"1989","bobcat","babk@t","",0,NA
"1990","bobolink","babxlIGk","",0,NA
"1991","bobsled","babslEd","",0,NA
"1992","bobwhite","babhwYt","",0,NA
"1993","boccie","baCi","bani;babi;badi;bani;baC",5,0.5
"1994","bock","bak","b@k;bat;bek;bck;bam;bar;bark;bik;bEk;bYk;blak;bab;bUk;baS;baC;baks;b^k;Cak;kak;dak;hak;nak;lak;mak;pak;rak;Sak;sak",28,0.264550264550265
"1995","bode","bod","xbod;b@d;bid;bo;boz;bEd;bId;bYd;bRd;box;bor;bord;bot;bold;bol;bon;boT;b^d;kod;god;lod;mod;nod;od;rod;tod;wod",27,0.250712250712251
"1996","bodice","bad|s","",0,NA
"1997","bodiless","badilxs","",0,NA
"1998","bodily","badxli","",0,NA
"1999","bodkin","badkxn","",0,NA
"2000","body","badi","bani;bcdi;bRdi;babi;baCi;bani;b^di;nadi;Sadi;tadi;wadi",11,0.254545454545455
"2001","bog","bcg","b@g;bck;bcl;bEg;bRg;bIg;bcs;bct;b^g;dcg;fcg;hcg;lcg",13,0.282051282051282
"2002","bogeyman","bUgim@n","",0,NA
"2003","bogie","bUgi","b@gi;b^gi;bUli",3,0.333333333333333
"2004","bogus","bog|s","bon|s",1,NA
"2005","Bohemian","bohimixn","",0,NA
"2006","boil","bOl","bel;bcl;bEl;bYl;bIl;bol;bO;brOl;bUl;kOl;mOl;Ol;sOl;tOl;vOl",15,0.342857142857143
"2007","boisterous","bOstX|s","",0,NA
"2008","bold","bold","bcld;bord;bod;bol;bolo;bolt;boldX;bolX;bIld;kold;fold;gold;hold;mold;old;sold;told;wold",18,0.300653594771242
"2009","bole","bol","bel;bcl;bo;boz;bEl;bYl;bIl;box;bor;bot;bod;bOl;bold;bolo;bolt;bon;boT;bolX;bUl;kol;dol;fol;gol;hol;nol;mol;pol;rol;Sol;sol;Tol;tol;vol",33,0.28030303030303
"2010","bolero","bxlEro","",0,NA
"2011","bolivar","bxlivar","",0,NA
"2012","bolivares","balxvares","",0,NA
"2013","boliviano","bxlIviano","",0,NA
"2014","bolo","bolo","bElo;bIlo;blo;bold;bol;bolt;bolX;polo;solo",9,0.277777777777778
"2015","bologna","bxloni","@bxloni",1,NA
"2016","Bolshevik","bolSxvIk","",0,NA
"2017","bolshevism","bolSxvIzM","",0,NA
"2018","bolster","bolstX","holstX;polstX",2,1
"2019","bolt","bolt","bElt;bost;bot;bold;bol;bolo;bolX;bIlt;kolt;dolt;Jolt;molt;polt;volt",14,0.263736263736264
"2020","bolus","bolxs","",0,NA
"2021","bombard","bambard","",0,NA
"2022","bombardier","bambXdIr","",0,NA
"2023","bombast","bamb@st","",0,NA
"2024","bombastic","bamb@stIk","",0,NA
"2025","bombazine","bambxzin","",0,NA
"2026","bomber","bamX","bam;baDX;pamX",3,0
"2027","bombproof","bampruf","",0,NA
"2028","bombshell","bamSEl","",0,NA
"2029","bonanza","b|n@nzx","b|n@nx",1,NA
"2030","bonbon","banban","",0,NA
"2031","bond","band","b@nd;bani;bard;bEnd;biand;bYnd;bland;bani;bWnd;bRnd;fand;pand;wand",13,0.17948717948718
"2032","bondage","bandIJ","b@ndIJ",1,NA
"2033","bondholder","bandholdX","",0,NA
"2034","bondman","bandmxn","bandzmxn",1,NA
"2035","bondsman","bandzmxn","bandmxn",1,NA
"2036","bondwoman","bandwUmxn","",0,NA
"2037","bone","bon","b@n;ben;bin;bo;boz;bIn;blon;box;bor;bot;bod;bol;bonX;bun;born;boT;b^n;bRn;kon;hon;non;lon;mon;on;fon;pon;ron;son;Son;ton",30,0.268965517241379
"2038","boner","bonX","b@nX;bon;bolX;donX",4,0
"2039","bonfire","banfYr","",0,NA
"2040","bongo","baGgo","",0,NA
"2041","bonhomie","banxmi","",0,NA
"2042","bonito","bxnito","",0,NA
"2043","bonnet","ban|t","san|t",1,NA
"2044","bonnie","bani","bini;babi;baCi;badi;band;Jani;rani",7,0.19047619047619
"2045","bonsai","bansY","",0,NA
"2046","bonus","bon|s","bog|s;on|s",2,0
"2047","boo","bu","bi;be;bYu;bo;blu;bum;bun;but;buT;buz;bW;bO;bru;bui;bR;bY;Cu;ku;du;yu;nu;gu;Ju;lu;mu;ru;Su;su;Tu;tu;tu;hu;wu",33,0.337121212121212
"2048","booby","bubi","bebi;babi;buti;buti;bui;rubi",6,0.2
"2049","boodle","budL","bidL;dudL;nudL;pudL",4,0.5
"2050","book","bUk","b@k;bek;bck;bik;bEk;bYk;bak;brUk;b^k;bUl;bUS;kUk;hUk;lUk;nUk;rUk;SUk;tUk",18,0.333333333333333
"2051","booklet","bUkl|t","bUl|t",1,NA
"2052","boom","bum","bam;bim;blum;bu;bun;but;buT;buz;brum;b^m;bui;dum;lum;rum;tum;hum;wum",17,0.264705882352941
"2053","boomerang","bumX@G","",0,NA
"2054","boomtown","bumtWn","",0,NA
"2055","boon","bun","b@n;ben;bin;bIn;bon;bu;bum;but;buT;buz;b^n;bui;bRn;kun;dun;Jun;lun;mun;nun;run;sun;tun",22,0.311688311688312
"2056","boondoggling","bundcglIG","",0,NA
"2057","boost","bust","b@st;best;bist;bEst;bost;but;bRst;b^st;rust",9,0.583333333333333
"2058","boot","but","bat;bet;b@t;bit;bEt;bYt;bIt;bot;bu;bum;bun;bust;buT;buti;buti;buz;bct;bWt;brut;bui;b^t;byut;Sut;kut;hut;Jut;lut;mut;nut;rut;sut;tut",32,0.23991935483871
"2059","booth","buT","b@T;bRT;bu;bum;bun;but;buz;boT;bui;suT;tuT;yuT",12,0.318181818181818
"2060","booths","buDz","b@Dz;buz",2,0
"2061","bootie","buti","byuti;bubi;but;butik;bui;kuti;duti",7,0.142857142857143
"2062","bootleg","butlEg","",0,NA
"2063","bootless","butlxs","",0,NA
"2064","booty","buti","byuti;bubi;but;butik;bui;kuti;duti",7,0.142857142857143
"2065","booze","buz","bez;boz;bluz;bu;bum;bun;but;buT;buDz;bruz;bui;b^z;Cuz;luz;nuz;uz;yuz;huz",18,0.22875816993464
"2066","borax","bor@ks","Tor@ks",1,NA
"2067","border","bordX","bord;boldX;ordX;wordX",4,0.166666666666667
"2068","boreal","boriL","bEriL;oriL",2,0
"2069","boredom","bordxm","",0,NA
"2070","born","born","bErn;barn;bor;bord;bon;boran;korn;horn;lorn;morn;Sorn;Torn;torn;worn",14,0.340659340659341
"2071","boron","boran","born;moran",2,0
"2072","borough","bRo","bo;bRg;bRT;bRC;bRd;blo;bR;bRn;bRp;fRo;TRo",11,0.436363636363636
"2073","borrow","baro","bar;barb;bard;barJ;bark;barn;b@ro;maro;saro",9,0.444444444444444
"2074","borscht","borSt","",0,NA
"2075","bosh","baS","bat;bam;bar;b@S;bab;bak;baC;bUS;JaS;paS",10,0.377777777777778
"2076","bosky","baski","",0,NA
